protein,S001_baseline,S001_week4,S002_baseline,S002_week4,S003_baseline,S003_week4,S004_baseline,S004_week4,S005_baseline,S005_week4,S006_baseline,S006_week4,S007_baseline,S007_week4,S008_baseline,S008_week4,S009_baseline,S009_week4,S010_baseline,S010_week4,S011_baseline,S011_week4,S012_baseline,S012_week4,S013_baseline,S013_week4,S014_baseline,S014_week4,S015_baseline,S015_week4,S016_baseline,S016_week4,S017_baseline,S017_week4,S018_baseline,S018_week4,S019_baseline,S019_week4,S020_baseline,S020_week4
PROT088,23880016.7908032,,18145387.45680417,28890403.99639437,25778033.632556282,36047409.61755019,21367542.02050261,25825283.43171505,18156058.13537364,24233328.71710353,28354594.38606433,32066307.091506302,17578038.006996796,23253138.992193844,20476013.241609175,24845929.844469815,27204023.529792592,30278707.366301067,21949473.61324762,23059283.638889823,17867064.696338836,21695106.234220363,32275923.470811855,26892496.42018829,27233419.764667194,37991765.425936565,16592981.932947997,26092579.99155678,27569382.64417435,21846930.49326361,19836428.745479416,32538192.80955088,25336831.557302695,21174857.362460293,24801758.142862037,21539753.774529886,25647868.002716385,24039195.507262807,25406695.501387786,23064915.999677744
PROT089,13417602.0300744,17541893.723382078,10395561.105755731,12520705.211463498,15455259.16126422,14388551.472639278,16464958.039318252,17578691.189681668,8299100.356025823,15850045.046919364,,16285136.383941917,20024670.709862612,14572974.710714528,14481472.848679068,20640058.028257575,15159888.05704005,14382303.358155655,11069553.429716844,12742374.74328937,14317243.159666656,19038590.377000675,,17257067.75329546,13799322.426599506,21331784.631109778,15585232.47279783,11611797.863331772,15381778.460041773,18274441.335380916,13040613.790249037,14643941.012837812,17396265.072775878,15996847.277086435,,17776936.143811546,14680048.340811728,12930008.083955156,12127965.92490741,13193490.066095695
PROT090,9052303.873960054,8636777.138636405,8821737.986840874,7735902.691401603,10067331.408531746,9411385.464596745,7234657.107141567,7670823.849857708,13265264.27667879,,9650250.857143192,12080092.044503119,10463206.265825482,12443187.608060356,8835894.221300112,,6768029.019525151,8725075.900160266,8731343.271690354,9828077.03150578,9314064.257113548,7821004.826518567,11408237.913824067,8106216.872979611,10884728.935463762,8882181.888866983,15433736.532203222,,8702671.103705399,9057849.73011827,7612347.246472182,11258935.656291585,10260264.131848803,13093611.35984687,10269245.582546873,10653423.290056769,11300906.383899087,8882817.746952688,8621579.376708845,11428509.45337307
PROT091,18866450.733940132,16909375.02920027,11978483.184831992,23616165.884773303,15684569.244983826,18109096.22987061,16662738.005714964,19831616.184051663,15827714.564090494,17190460.99264131,22546576.235517558,19737728.780556526,23884958.49166037,18893951.61385512,20834327.438278884,21320617.539885394,15502742.671716522,17864056.33391152,13248978.721490392,23444477.87648164,18916392.162969675,23790633.874325227,20333595.544570785,23796366.2685563,22171651.64823214,25739582.28331664,22760168.868769575,,24438144.63488242,28007789.941373244,19110464.788727187,,22181824.468272433,21890865.470947713,15689721.156085713,22642331.07774041,21828373.06295197,,17698217.419631556,19358208.742963396
PROT092,117684265.68706463,233848178.40273133,156664624.3985559,164131415.24071738,158289271.239993,205995065.76611584,198785783.29882306,159773210.3530944,136038452.66695055,190528768.79499564,162284991.90850985,168306749.82118398,180723523.9141601,139585890.8405648,124036576.80865155,151643041.0556655,179820009.98328924,146599291.45486274,143066585.69425023,133852220.60581759,156784080.1720993,,154955913.08647007,175980684.50342697,162423878.803801,110516968.5217545,106877044.50064895,159610527.1698878,135795303.47997773,148800528.6167419,161331868.16955304,171127552.11611995,164527852.03226173,137217308.7390456,168787039.51945645,129925713.98309472,125590992.91048454,118874448.87514828,121112129.16146427,193487905.75136635
PROT093,,30189642.72055594,33957118.810655266,,39451461.34213388,34986640.84001987,43197763.05097343,43530835.80702171,27925100.080825854,41233073.93403111,30712817.22454091,37028932.15125159,30157420.482489597,49730090.97978414,36460817.07624903,40883754.71979869,39317884.67567531,,,47034250.842031114,37317277.49598319,49965518.409707464,29975400.84041699,28462336.959369212,36916441.57324978,30188299.53914642,28285114.66097176,33418418.798715595,31309651.49167242,29005528.975807063,33433449.629451733,29816070.75327438,35567640.64880181,40470245.01837588,43869038.99927352,35197546.20593388,34261471.03089877,35394130.74561494,43986912.8568123,
PROT094,30816981.255477667,31370804.221208937,29074753.39663398,,24096010.667900767,42928426.16991704,,,35894139.42114936,29314884.50789763,30237432.618019354,23666747.383912195,32090402.402517166,26365844.713495344,24054728.149612922,39823943.566062935,28233177.704266045,39195599.47647032,26973794.333715677,30448197.271223646,26831188.7748639,29962539.559168838,45380328.56842509,50346390.20096665,30517953.78680452,28788589.461952448,33793987.357604,36772420.974175684,35078909.662314214,39399582.74962112,29973824.750084832,28321442.659443107,37245242.87487203,36074426.18195805,28371991.496884674,30698283.496550683,36482011.00236316,41019526.16208383,41861660.50454127,36123269.22462011
PROT095,10971245.957591495,11709236.09518441,8987352.401568076,11596147.270904895,10014820.117899692,9708180.3551547,6938165.48616311,13998519.373510795,10343112.241558103,11498113.7198599,8217572.586573315,11474620.218097173,11089801.486357797,11276069.312330144,9691002.043497223,11187486.667846862,8217766.2380409585,14541651.327531986,8712591.991466936,14561958.224430695,12430974.246757844,,,15113970.657978185,12165544.029773334,13885445.451677438,10727469.556396332,10843336.013541756,8055100.472270521,11529701.59025265,10020726.304039722,9329492.23064367,12633806.931975711,11466076.095466724,10741398.168251397,9599482.565617934,9502778.737172611,10943013.081406754,8650882.19259805,9544908.94804524
PROT096,16476277.70346599,17403479.57300132,23320076.80156924,29124501.869143154,28891483.923524223,27859860.95698448,26988836.81054943,21831440.96237703,30519575.680561308,32656332.230252076,26107389.30126104,29684112.841235634,21040813.90959569,26616138.979725692,18783402.71631592,22101837.006838236,22724603.692430392,26375280.129300382,27137452.601331465,18564548.520097066,20353847.879517473,23910676.096804596,22692142.117333602,21240741.461451106,30022363.869658325,25335280.888278924,23505639.497605465,20842313.294347227,17700275.83276362,24378972.81774011,23273680.66544246,23400292.575816844,22844938.982750397,22509330.4445202,24712225.336123597,23907913.096402153,21589544.34644432,18267313.76514425,,24862817.741654728
PROT097,21408992.78141568,,23458924.91391389,21357600.547992844,16547229.607395673,36192983.53584819,20192046.287697934,31027690.634834472,38926683.38328624,35841649.5952579,20171943.466407068,27814955.772478927,25198199.80732192,20352598.762257744,22045382.377425734,25294198.49198688,25222128.258516364,23428469.65368486,28505816.225795906,40570615.50538016,,22068170.188054,35325638.87785343,38946779.20055537,27054032.808642115,23265876.628315642,30579636.655361906,22912547.9076521,21795135.52677213,27728727.178265996,,35552200.85685998,20538846.95329861,31736366.621170897,21981948.73412868,32665176.930899054,28435808.065868497,30602858.331318643,24846416.87868037,
PROT098,,20609742.310294356,20873115.155857153,17643814.60134063,20455874.548783895,26921025.42308868,18135791.397262875,17876780.695446197,17224070.760161765,20787554.102763087,16888675.15766891,19657957.341435723,22006470.56965464,16880804.084293153,19309491.145650823,18957340.804645747,21405851.790886182,26624223.801041115,17720631.485403035,14122022.41190093,17470002.915444713,27985936.77881814,24746047.63142684,20879967.592063773,19012100.521476064,20282179.8736085,19561276.068990182,18429722.067559656,19493284.396294,27985137.470080484,21403104.83661702,19331457.157262236,16982187.654843323,22878757.992247637,19528623.22687231,21164263.679971784,17421153.153791178,19916356.25340351,16567862.60404123,24467724.673093855
PROT099,36650826.26618001,35585763.05644986,37075098.77187819,,,26794830.595397666,27175090.81109476,32526092.334042195,22532043.44858643,29150842.72368631,27022031.0587087,31184374.492405344,32505755.829451695,44034592.06724814,32654402.456324518,36937089.097438,40326175.547326885,46043412.113938525,33989384.48413657,33159742.78414861,29613048.550704163,44910071.01364385,34954618.486744516,32761958.51588901,29397857.21598867,34077237.23097871,25046085.379449148,29508818.46400843,30025132.527351547,31913755.86592043,35173682.11761265,35766568.05159356,29181878.297648594,29402551.854292076,37430607.92068719,30997088.794637922,,34102119.84434428,30430529.9488898,
PROT100,4776907.7261202885,4325054.226831622,5804841.728212789,6361522.514297095,4835478.753259722,7290793.724312601,4967469.045340641,5258041.456936938,4417384.538240492,6199612.354085055,5841485.651733145,5141548.496180549,5889294.126840923,5281841.748303239,,6808960.230449537,6246383.526694667,4037791.855633983,3841304.296158174,5162971.159512235,4572640.497786578,6131913.507340344,5075441.558514364,8283540.100631106,4181039.417742933,6597300.336485469,4839597.012726817,4541045.231217803,7037293.2135081515,5785690.22633875,9030122.397147628,5722779.183698569,4987600.237183238,6329710.679317324,6026925.222854301,,4623393.48247249,3691646.4061654555,6961265.097653459,5378512.887329397
PROT101,10925869.898099512,,8110748.05009507,10338677.281638348,11091127.337466631,10258754.520643778,9374272.205693252,10713288.940078093,11248339.525760705,11755874.061045593,9194849.995220061,10101513.295078242,11010761.044482106,,11528104.837852908,,13144963.829445228,9461674.178990038,12227734.898611797,10734076.033154426,10361549.96192849,12377588.272279048,10200630.830609126,8447875.818670094,11149486.869926553,13333892.063551662,11051457.690686282,9092192.425161375,,16998143.228873428,12502507.642392205,13155302.027553199,9962523.237278273,11556850.56043715,14191268.252792139,13363329.205448367,9684792.892313732,7231991.178472878,18233921.42095244,9345177.469263902
PROT102,10608832.925712777,10981717.340412844,11910493.952978015,8433065.348854627,8880372.160945937,13817966.509114232,,12360716.156713536,12008216.915873468,11186670.372172028,8739927.447442912,7151743.954554566,10375627.747485226,8771162.046932075,8040970.007453599,7708041.673523618,7753368.855856031,10552104.21092007,11968288.38700408,10010306.665026281,10389964.628167639,11770088.457874777,14463803.121142901,8442665.25579976,9590161.115261978,9661266.906024804,,8802846.775472429,9197965.65379805,10493919.514547698,9502572.966776958,9942799.520638542,6213878.285589801,13362627.898838265,10366160.46423787,11599210.797042781,10626300.06750601,9748609.114087949,7348412.274551676,9285379.672590349
PROT103,8964858.933822364,11911544.188135253,7232739.950140547,13610619.143448642,8180904.0442123385,13759202.007282969,8196167.539178068,7406868.118074254,8869134.74187569,12741359.945172276,9922647.811706502,8684794.823853672,,,8424944.976975728,11161923.237807916,8258087.302744389,13793171.741119815,8467009.476312697,9138300.942634655,12910614.227094522,10850611.257197699,11618043.740840446,8325216.665259486,,8609098.889705157,8546144.235643048,11818735.992704911,8775975.055372415,11527345.69274589,8161721.268636335,13557151.99231809,8890060.818685463,,9582213.691888977,10843230.032734694,12291948.65036783,12158357.67243527,7192439.595949746,13535455.022140928
PROT104,10730281.008656733,8767758.150474165,9298833.935089186,7530380.218376832,9899721.014285555,10447611.587972127,8502881.95763566,10232122.310420375,7320075.320627035,10411777.288133202,12085420.877913281,9457313.052613446,9948643.590585768,8444439.320933213,8078508.461069208,11820363.933989586,9456397.281515537,10826215.463996358,,9903650.453643749,10784836.594346855,9966944.611171253,10591390.98154427,7706983.218452771,,9546510.363723416,7871262.027091864,11038611.597535552,7276101.595274197,15008097.285743397,8844098.141541142,10584174.927519463,9045522.017217582,7555399.93833552,8008869.501146174,12679041.74236608,10388101.9025676,13731830.291734032,9125217.74448134,8553128.65420596
PROT105,6701188.7828787435,6361397.590651913,,5178790.207081285,,10685607.8486665,5595848.277410571,7528403.46404521,7366134.936410224,6724636.708939615,5976092.649980681,6209403.468600865,8566935.968469288,6603429.961565122,7960410.589731234,9284819.07156442,8095276.087515784,4840534.343321038,8761795.621211424,,6882134.420073336,8408677.013486361,,5831540.711526994,7501491.752392919,9019728.252186738,4974177.030429566,7244896.823229437,7318013.741855238,9498151.14632694,6727400.423576367,,5447656.89367806,8027674.404165774,8313608.0959385745,5572285.207723843,6521170.006319705,9185402.466023235,5659486.260217022,7607670.702756773
PROT106,,32153814.954611447,26707987.55149332,23957534.05203238,26202599.474463698,28159530.863592114,32989680.492744185,24725267.496714693,22073345.301115576,27268664.156710487,21700090.867297698,22438315.36064417,33484904.37626032,25320424.643651508,22028262.731517516,26830855.652687583,27991065.632797644,29486277.40800118,33476176.28787987,26651604.642596897,21850807.445732743,31376329.92009806,28702556.328361906,31003437.901530944,27675248.719853166,30413424.97208258,37692162.150685646,24551376.464879222,16275369.603227766,26869829.383863393,25435860.291068275,21636319.470311895,19504242.679329608,29723302.215034764,19412952.046883225,25259019.510770705,25731722.607124552,23598052.759399265,28070032.443359535,21093166.004785787
PROT107,11700712.12910392,20293081.221380446,10293410.893680945,10980250.997823471,19552522.493133694,16054954.220925096,11486009.498071434,14913011.14032977,14196622.534695625,15026410.038414638,13293622.752765007,13407879.440786365,18125601.23915689,14696759.612707188,10727114.612896476,8801339.690467447,10390812.342150932,16329735.121295873,,11513120.53923824,12554419.663942834,18020436.69975536,16883994.240617704,10379815.699982947,13527885.509414086,15165424.417883307,10196105.668217223,14665147.393180756,,15033260.131605465,12303286.934838083,13215705.92868054,11409994.931425631,18634971.717110522,14900638.323146129,16232505.365267232,15872720.077068754,19047203.133994684,12430250.180940943,17089934.936164655
PROT108,,,4980611.729851028,7254958.1820221525,6322589.302672714,4433516.406384561,4483078.476020196,5271654.270148036,4301905.167013827,4297199.973995022,4820578.869090397,6023159.481190812,4610439.574000826,5218311.67928377,,4402189.6710925,4721477.7681747135,,5415325.082105492,,4573020.336358772,6007354.609566127,4369846.919789285,4125158.1550387004,5454218.457156567,4708287.398817906,5837689.548945215,4149463.8331908737,4835570.175990851,5999494.168886643,3915802.626151551,5200296.925306274,4891267.030320357,5250321.037761954,3592387.49301053,5103852.867925695,5161225.069779835,6995996.645867271,6176795.83476372,4222327.151725247
PROT109,19225619.81591947,28019330.84921986,31016894.45687676,43170474.78051855,38316561.741614535,30367831.798232995,19208060.722531997,27325968.756589197,26615161.87576118,36382059.428413354,29703776.279953662,33368645.63453194,35784286.256744705,33454549.865864795,28914107.99076081,27582540.9683611,30053743.63995092,32726189.78737216,29696053.718204472,28318348.61131476,25739590.318878587,29773538.07011716,37969616.20040238,35957900.78245298,42563116.281922854,37146950.07329539,28999594.51048592,33790923.073568165,34683221.2771705,62489240.53783703,38196210.78652716,34728065.79590281,36453565.600790516,41684684.55308838,31288332.699574515,33509553.926280204,37792097.47077747,39178655.36025361,27621607.712369822,27668698.458818633
PROT110,8687229.898190038,9590270.981698668,8818609.424904808,10417627.488359595,,10406331.649238627,10593549.562646363,12499376.155518685,7333841.89505235,11400614.203996314,9339064.042678857,10148967.241121335,10572203.09033522,10001055.357224122,12972077.038591502,9463707.737298317,8572439.236788815,9684580.825196555,9353710.552405607,9576440.04709929,9391579.33092308,8544117.846538294,14914465.114071388,12441324.121302603,9725632.772125218,11973465.16789692,9934062.60025086,9715816.998411747,10989094.826283451,12264357.214933977,,10477354.462415416,,10451539.486207178,9220519.160036182,8037056.78398311,8324607.248747799,9378469.64990591,10496211.259898813,10665016.315741664
PROT111,18525160.287574213,13407243.430385824,19817978.696131106,16332357.53536039,10894523.25868278,21405243.9921095,17732952.29186961,18397172.345818333,18421131.66853905,20431234.2741937,20320644.891463462,22062867.7007263,,15444205.26031886,14955791.089792434,24390465.835125677,15772323.41148796,15383838.487500068,14108287.29026534,17714742.146186102,17566013.71112426,13541986.988110973,,14222721.503350575,,17988719.833056834,,17284872.534740213,16357240.057665542,27789739.0884144,18462109.211575013,23479081.576272238,17053307.940583248,14827626.376992818,13226801.092445645,10030295.533008568,18075672.368463863,17511490.459987134,12897295.331392251,12645944.104311535
PROT112,8205594.269879132,,8454428.280222274,8486337.45550863,8790518.704170367,9094343.540910404,10211597.706727814,8564208.586237837,8912761.559287228,9543584.970665649,7780852.837480512,8210173.15029209,9043220.856987031,10127648.882642586,9547301.003051965,10457196.185452197,11218081.056039754,8254422.568401502,10988080.958789911,7531268.052238449,10365608.246510252,6841480.987483076,,8439887.528880382,10686446.76247898,6974285.779387316,7004881.163682197,8889932.145152742,5610856.136027151,9816931.486632695,8509634.715962175,8869511.259930603,7444540.259814308,5979167.170925648,9831280.188751688,8048648.273716654,7911822.459955209,8604292.120589027,8901885.13562087,8546107.071529204
PROT113,13566129.51037873,13615088.695940133,10725352.900440669,9999272.083501503,10854294.799502648,12880603.981441652,12653276.82319359,10794021.281539267,11109570.657351287,9263943.73663198,14147302.543459358,12060308.645801255,14330340.459218325,10483149.059808508,13450667.170084137,11944642.87137014,9370181.523059133,9085984.581666552,12997742.106685834,12428418.99113688,11983286.189800447,19224348.71307462,10255671.182668136,12219915.413940027,11473362.892470216,16510695.239384038,11181287.037886098,11060495.297290696,12927978.597678417,10927738.060622739,11375120.458825039,11048291.458708715,15385840.471984817,16979992.709239468,8777728.021203125,11572663.895108338,12917977.736433962,12708271.944042819,10054500.384132853,
PROT114,20651456.549120665,17067658.64026223,9919866.179374391,19108420.534326997,21144374.225724176,22515634.83637423,12506239.9676327,20357478.615818102,13849744.00229614,,18023946.053946167,18977753.055385478,16875599.037043937,11611447.166564366,13875442.625386467,19289397.003660023,13124120.956049664,13284797.597364413,17637830.533638235,17211867.668440346,20198524.237810884,19050402.045610283,16296012.965602612,15976686.91881207,15637021.448960783,15525473.694576176,16323658.046903059,11843182.25076315,,13845577.769683292,13804951.891386544,13411578.617359355,16359367.396305522,15473643.985350583,15364994.119683186,16048428.780636575,12071490.520396817,16826517.478692986,12963226.127222534,16797482.25761748
PROT115,14428811.492056707,,21024675.13851645,26437811.761141658,15490679.64530493,20295385.079419237,19319340.93440671,18504730.124095347,18790916.647087127,28654414.636392318,25059208.165103607,21264013.8839761,18293960.980890587,18706335.371202085,16610400.896490524,16284941.493544824,23325929.646899514,22205961.018348318,13868956.06949839,15146441.433067078,16899706.364532646,20352991.26655702,21877520.019128293,15956863.974124344,21402956.744464155,,15665164.75206349,18786236.288639076,15869806.514201513,21639720.00950682,16959052.389729112,29637558.158682507,16758630.848662574,,15985437.71143721,17841441.02372064,11604896.813525474,17760878.712195884,18569478.99674623,20690051.29444132
PROT116,17098725.99731349,21429166.649046015,18473538.922493845,29325428.68463308,26158813.88131092,26930562.561459146,26912994.914128557,24004594.064866044,19529984.125607267,,16757079.924409572,18164278.300982747,22475908.78662835,,20400444.682099625,21581181.947619595,21263207.681681156,26439146.959859233,,17598394.85654771,20503617.489983927,24526889.392422587,23991636.903102767,21769369.54242216,19203059.781426426,17222393.391587865,21040696.73612574,23369405.092829272,18626224.989846405,,20477724.76304705,22193755.546953898,23885247.60954482,23435384.417254824,18812782.78656171,24266145.61793587,14379313.727131963,19421815.981433593,,22936291.771328162
PROT117,16941134.878033742,17685571.452196565,13759149.585342372,,16720200.257671325,21730514.456078164,17315685.46152252,15951224.441484239,22365715.946652487,18315275.50485531,16619258.43204699,23852989.8030023,15316521.215633607,24502691.65331102,14699854.308310134,15167390.839129882,13337734.644640611,,15064650.38480338,14201744.343488896,14411975.405772539,19250928.628245324,18814595.947663818,13848421.46152938,14696077.641538814,15632420.181542724,17940279.700360496,15169089.17714991,19274767.275940575,26463542.110645354,14260917.010504352,13276849.439798063,19868901.986251444,16216992.486625351,16670979.551290264,18268817.836288773,14487242.440656187,17288053.535273183,,17417418.693309516
PROT118,101583788.95149122,,93466371.97435871,125732578.62604678,80984588.00252849,73999801.74674414,91240806.87125707,90425722.2200595,97699878.83404875,,,94653525.48041901,95778574.29484436,94530065.1010533,68692626.40203603,97988027.61124383,97099551.0791003,130266096.33520299,105921227.31641948,88862437.9680462,100031594.37887815,135193640.3515061,119391783.15013324,101633754.19159937,85347105.41173,112953665.65651399,85581553.16219066,115041857.2306355,77574312.24026063,132183228.87805098,96404994.26144987,83527374.53130706,89900907.02664885,92610011.66251896,88077183.18333526,118803785.82561564,107173986.04218239,86307162.69016849,95450125.65685183,83290554.9332014
PROT119,17150082.351296205,17551467.97640579,17005442.334934447,17344750.29506721,,24614531.10611326,16885067.15612133,19702348.85681994,13973290.512501812,15338948.888659805,15751161.042605946,19802279.86917537,22492205.91724781,20762377.964026067,9174832.080876125,23724531.705333196,16963642.897936698,16519964.377698269,19183488.377991483,16810991.104065735,16274945.165616889,16548430.88983966,21800617.41454126,18290179.0505877,18699893.518553976,20027052.7155405,23076434.77273107,24196080.958962157,20781084.262472652,17367414.816280328,16556693.964602048,17428627.970580652,17382853.70068991,14644051.273752762,23714310.59789699,15660807.966994014,17433191.970826082,21094638.680633344,14175225.195232952,25048686.63231374
PROT120,47753385.59899595,53007472.86596739,30000184.80724062,,45342663.33058499,47912375.48985767,41132267.84276427,56557989.40852998,56950325.38250359,64213076.54406111,42653328.1115699,69103808.6832759,,48123484.40549482,53550964.64329035,54766359.69552984,56967500.091948085,50571342.26963979,49978730.81548737,48691733.0373015,59805924.944492266,40285920.36611576,50749675.721579805,52893479.27159596,53294923.95881374,47783341.948011875,43227715.34024889,49581365.78298099,49968535.34445353,69528256.14134604,65845939.203300945,62008632.214439146,42409927.5129006,62298060.37589259,61523117.11440254,50555909.44273543,46721228.28793478,66378889.69409038,39886561.2309566,38066050.099902734
